# 3000 candidates (of 97661 native,tatsama,deshi,tadbhava-tagged words scanned), sorted by loanword-likelihood
# score	word	phoneme	tag	trigger_window
1.0635	বিসিএলে	b i s i e l e	native	sie
1.0635	বিসিএলের	b i s i e l e r	native	sie
1.0635	বিসিএস	b i s i e s	native	sie
1.0635	বিসিএসসহ	b i s i e s sh o h O	native	sie
1.0635	বিএলএফসিএ	b i e l e ph s i e	native	sie
1.0635	বিএলএফসিএর	b i e l e ph s i e r	native	sie
1.0531	পিরিয়ডটা	p i r i y o D T a	native	DTa
1.0526	বিজিসিসিআই	b i j i s i s i a i	native	sisi
1.0526	পিসিসি	p i s i s i	native	sisi
1.0526	পিসিসির	p i s i s i r	native	sisi
1.0526	বিসিসি	b i s i s i	native	sisi
1.0526	বিসিসিআই	b i s i s i a i	native	sisi
1.0526	বিসিসিআইর	b i s i s i a i r	native	sisi
1.0526	বিসিসিআইয়ের	b i s i s i a i y e r	native	sisi
1.0526	বিসিসির	b i s i s i r	native	sisi
1.0473	কাটরা	k a T r a	native	Tra
1.0473	কাটরার	k a T r a r	native	Tra
1.0473	কাটরায়	k a T r a y	native	Tra
1.0473	কাট–কাটরা	k a T k a T r a	native	Tra
1.0473	খুটরানো	kh u T r a n O	native	Tra
1.0473	গটরা	g o T r a	native	Tra
1.0473	গাট্টা	g a T r a	native	Tra
1.0473	নবাবকাটরার	n o b a b k a T r a y	native	Tra
1.0473	পাইলটরা	p a i l o T r a	native	Tra
1.0473	ভাটরা	bh a T r a	native	Tra
1.0473	লেফট–রাইট	l e ph T r a i T	native	Tra
1.0473	সম্রাটরা	sh o m r a T r a	native	Tra
1.0471	কেসম	k e s o m	native	eso
1.0468	বলিউডকে	b o l i u D k e	native	uDk
1.0411	পিরিয়ডসহ	p i r i y o D sh o h O	native	oDs
1.0411	রডসহ	r o D sh o h O	native	oDs
1.0385	বিকেএসপিতে	b i k e e s p i t e	native	spi
1.0385	সংসদেরস্পীকারের	sh o ng sh O d e r s p i k a r e r	native	spi
1.0385	স্পীকারের	s p i k a r e r	native	spi
1.0385	পিআরএসপি	p i a r e s p i	native	spi
1.0385	পিআরএসপিতে	p i a r e s p i t e	native	spi
1.0385	পিআরএসপির	p i a r e s p i r	native	spi
1.0385	পিএসপির	p i e s p i r	native	spi
1.0385	বিএসপি	b i e s p i	native	spi
1.0385	বিকেএসপি	b i k e e s p i	native	spi
1.0385	বিকেএসপির	b i k e e s p i r	native	spi
1.0359	স্যান্তোস	s A nt O s	native	sAn
1.0288	ইনডিপেনডেন্ট	i n D i p e n D e n T	native	DenT
1.0288	পেনডেন্ট	p e n D e n T	native	DenT
1.0204	পিপিআরসি	p i p i a r s i	native	rsi
1.0204	পিপিআরসির	p i p i a r s i r	native	rsi
1.0204	বিএআরসি	b i e a r s i	native	rsi
1.0204	বিআরসি	b i a r s i	native	rsi
1.0204	বিইআরসি	b i i a r s i	native	rsi
1.0204	বিইআরসিকে	b i i a r s i k e	native	rsi
1.0204	বিইআরসির	b i i a r s i r	native	rsi
1.0198	কুন্ডেশ্বরি	k u n D e sh sh o r i	tatsama	Des
1.0198	কুন্ডেশ্বরিতে	k u n D e sh sh o r i t e	tatsama	Des
1.0198	কুন্ডেশ্বরির	k u n D e sh sh o r i r	tatsama	Des
1.0148	তেলেসমাতি	t e l e s m a t i	native	esm
1.0148	কেসমত	k e s m o t	native	esm
1.0125	প্রসপেকটিভ	pr O s p e k T i bh	native	spe
1.0125	প্রসপেকটিভলি	pr O s p e k T i bh l i	native	spe
1.0125	প্রসপেক্টাস	pr O s p e k T a s	native	spe
1.0125	প্রসপেক্টাসে	pr O s p e k T a s e	native	spe
1.0125	প্রসপেক্টিভ	pr O s p e k T i bh o	native	spe
1.0084	ট্যা–ফো	T A ph O	native	TAp
1.0079	দিছিল	d i s i l O	native	sil
1.0079	ওয়াসিল	O y a s i l	native	sil
1.0079	ফসিল	ph o s i l	native	sil
1.0079	ফসিলের	ph o s i l e r	native	sil
1.0070	কোরাসে	k O r a s e	native	ase
1.0070	পাসে	p a s e	native	ase
1.0070	ফোকাসে	ph O k a s e	native	ase
1.0005	ইডকল	i D k o l	native	iDk
1.0005	ইডকলের	i D k o l e r	native	iDk
1.0004	ন্যাটস	n A T s	native	ATs
1.0004	ব্যাটসো	b A T s O	native	ATs
0.9928	অওডি	o O D i	native	ODi
0.9928	অডি	O D i	native	ODi
0.9928	অডিও	O D i O	native	ODi
0.9928	অডিওবার্তায়	O D i O b a r t a y	native	ODi
0.9928	অডিওর	O D i O r	native	ODi
0.9928	অডিশন	O D i sh o n	native	ODi
0.9928	অডিশনের	O D i sh O n e r	native	ODi
0.9928	আয়োডিন	a y O D i n	native	ODi
0.9928	আয়োডিনজুক্ত	a y O D i n j u kt o	native	ODi
0.9928	আয়োডিনের	a y O D i n e r	native	ODi
0.9928	গোডিম	g O D i m	native	ODi
0.9928	প্রডিজি	pr O D i j i	native	ODi
0.9928	বোডিং	b O D i ng	native	ODi
0.9915	ক্যালসিয়ামের	k A l s i y a m e r	native	siy
0.9839	ছালামের	s a l a m e r	native	sal
0.9836	পিএইচডি	p i e i ch D i	native	hDi
0.9836	পিএইচডিতে	p i e i ch D i t e	native	hDi
0.9836	পিএইচডিধারি	p i e i ch D i dh a r i	native	hDi
0.9836	পিএইচডির	p i e i ch D i r	native	hDi
0.9836	পিএইচডিরত	p i e i ch D i r o t o	native	hDi
0.9836	সিএসড,	sh i e sh D i	native	hDi
0.9802	পার্টস	p a r T s	native	rTs
0.9802	শর্ট–সাইট	sh o r T sh a i T	native	rTs
0.9793	ক্যালসিয়াম	k A l s i a m	native	sia
0.9793	পিসিআই	p i s i a i	native	sia
0.9793	বিসিআই	b i s i a i	native	sia
0.9793	বিসিআইর	b i s i a i r	native	sia
0.9793	বিসিআইয়ের	b i s i a i y e r	native	sia
0.9751	ইনডেমনিটি	i n D e m n i T i	native	Dem
0.9751	একাডেমি	E k a D e m i	native	Dem
0.9751	একাডেমিতে	E k a D e m i t e	native	Dem
0.9751	একাডেমিসহ	E k a D e m i sh o h O	native	Dem
0.9751	একাডেমী	E k a D e m i	native	Dem
0.9751	ডেমদের	D e m d e r	native	Dem
0.9751	ডেমা	D e m a	native	Dem
0.9751	ডেমিরেল	D e m i r e l	native	Dem
0.9718	পিরিয়ডে	p i r i y o D e	native	oDe
0.9718	পিরিয়ডের	p i r i y o D e r	native	oDe
0.9718	বডের	b o D e r	native	oDe
0.9718	রডের	r o D e r	native	oDe
0.9691	অরচার্ড	o r o ch a r D	native	arD
0.9691	আর্মার্ড	a r m a r D	native	arD
0.9691	কাভার্ড	k a bh a r D	native	arD
0.9691	কেনার্ড	k e n a r D	native	arD
0.9691	গিলার্ড	g i l a r D	native	arD
0.9691	দার্ঢ্য	d a r Dh Dh O	native	arD
0.9691	নাইটগার্ড	n a i T g a r D	native	arD
0.9691	পাওয়ার্ড	p a O y a r D	native	arD
0.9691	পাসওয়ার্ড	p a s O y a r D	native	arD
0.9691	পোলার্ড	p O l a r D	native	arD
0.9691	সার্ড	sh a r D	native	arD
0.9610	কাউসার	k a u s a r	native	sar
0.9610	কাওসারের	k a O s a r e r	native	sar
0.9610	কিসার	k i s a r	native	sar
0.9610	পালসার	p a l s a r	native	sar
0.9610	পালসারের	p a l s a r e r	native	sar
0.9610	পাসারেলার	p a s a r e l a r	native	sar
0.9610	পিসার	p i s a r	native	sar
0.9610	পেসার	p e s a r	native	sar
0.9610	পেসারই	p e s a r i	native	sar
0.9610	পেসারও	p e s a r O	native	sar
0.9610	পেসারকে	p e s a r k e	native	sar
0.9610	পেসারদের	p e s a r d e r	native	sar
0.9610	পেসাররা	p e s a r r a	native	sar
0.9610	পেসাররাই	p e s a r r a i	native	sar
0.9610	পেসাররাও	p e s a r r a O	native	sar
0.9610	পেসারের	p e s a r e r	native	sar
0.9610	বিএসআরএস	b i e s a r e s	native	sar
0.9600	এটেম্পট	e T e mp o T	native	Temp
0.9600	টেম্পোচালক	T e mp O ch a l k o	native	Temp
0.9600	টেম্পোজাত্রি	T e mp O j a tr i	native	Temp
0.9535	ট্যাসট্যাস	T A sh T A sh	native	TAs
0.9529	ওয়াসিউদ্দিন	O y a s i u d d i n	native	siu
0.9516	সিলেটগামি	sh i l e T g a m i	native	eTg
0.9516	প্যাকেটগুলো	p A k e T g u l O	native	eTg
0.9486	চ্যাসি	ch A s i	native	Asi
0.9486	প্যাসিফিক	p A s i ph i k	native	Asi
0.9486	প্যাসিফিকে	p A s i ph i k e	native	Asi
0.9486	প্যাসিফিকের	p A s i ph i k e r	native	Asi
0.9486	প্যাসিভ	p A s i bh	native	Asi
0.9486	ফ্যাসিবাদ	ph A s i b a d	native	Asi
0.9486	ফ্যাসিবাদি	ph A s i b a d i	native	Asi
0.9486	ফ্যাসিবাদের	ph A s i b a d e r	native	Asi
0.9459	ইবেটসনের	i b e T sh o n e r	native	eTs
0.9459	গেটশহ	g e T sh o h O	native	eTs
0.9459	গেটসংলগ্ন	g e T sh o ng l o g n O	native	eTs
0.9459	চকলেটশহ	ch o k l e T sh o h o	native	eTs
0.9459	চুয়েটশহ	ch u y e T sh o h o	native	eTs
0.9459	পাইরেটস	p a i r e T s	native	eTs
0.9459	সিলেটসহ	sh i l e T sh o h O	native	eTs
0.9424	হাড্ডিসার	h a D D i sh a r	native	Dis
0.9424	জন্ডিসশহ	j o n D i sh sh o h o	native	Dis
0.9424	ডিন্ডিশ	D i n D i sh	native	Dis
0.9424	ধানমন্ডিসহ	dh a n m o n D i sh o h O	native	Dis
0.9424	ধানমন্ডিস্থ	dh a n m O n D i sth O	native	Dis
0.9322	ইডা	i D a	native	iDa
0.9322	ইনসাইডার	i n sh a i D a r	native	iDa
0.9322	এইডা	e i D a	native	iDa
0.9322	হেইডা	h e i D a	native	iDa
0.9322	কানাইডাংগা	k a n a i D a ng g a	native	iDa
0.9322	কিডা	k i D a	native	iDa
0.9322	প্রভাইডার	pr O bh a i D a r	native	iDa
0.9322	প্রভাইডারদের	pr O bh a i D a r d e r	native	iDa
0.9322	প্রোভাইডাররা	pr O bh a i D a r r a	native	iDa
0.9322	মবিডাটা	m o b i D a T a	native	iDa
0.9322	মাটিডালি	m a T i D a l i	native	iDa
0.9322	মারিডা	m a r i D a	native	iDa
0.9322	মুভিডাটা	m u bh i D a T a	native	iDa
0.9322	মোবিডাটা	m O b i D a T a	native	iDa
0.9322	শান্তিডাংগা	sh a nt i D a ng g a	native	iDa
0.9322	সিডা	sh i D a	native	iDa
0.9308	স্কাল্পচার	s k a l p ch a r	native	ska
0.9308	পুনঃসংস্কার	p u n o sh o ng s k a r	tatsama	ska
0.9308	পুনঃসংস্কারের	p u n o sh o ng s k a r e r	tatsama	ska
0.9308	পুরস্কারস্বরুপ	p u r o s k a r sh o r u p	tatsama	ska
0.9261	ফেসপ্যাক	ph e s p A k	native	spA
0.9222	প্রেসবিজ্ঞপ্তিতে	pr e s b i g g O p t i t e	tatsama	esb
0.9222	ফেসবুকভিত্তিক	ph e s b u k bh i tt i k	native	esb
0.9222	পিএসভি	p i e s bh i	native	esb
0.9222	ফেসভ্যালু	ph e s bh A l u	native	esb
0.9222	বিএসবি	b i e s b i	native	esb
0.9222	বিএসবিআই	b i e s b i a i	native	esb
0.9222	বিএসবিএ	b i e s b i e	native	esb
0.9221	পরিসংখ্যান	p O r i s o ng kh a n	native	iso
0.9207	ট্যাক	T A k	native	TAk
0.9207	ট্যাকা	T A k a	native	TAk
0.9207	ট্যাকার	T A k a r	native	TAk
0.9207	ট্যাকো	T A k O	native	TAk
0.9189	ফজিলাতুন্নেছা	ph O j i l a t u n n e s a	native	esa
0.9189	কেসাস	k e s a sh	native	esa
0.9158	ফাইব্রোসাস	ph a i br O s a s	native	sas
0.9158	ভিসাসহ	bh i s a sh o h O	native	sas
0.9131	কিসসা	k i s s a	native	ssa
0.8999	পিএসজি	p i e s j i	native	esj
0.8999	পিএসজির	p i e s j i r	native	esj
0.8983	পিএসও	p i e s O	native	esO
0.8983	পেসো	p e s O	native	esO
0.8983	ফেসওয়াশ	ph e s O y a sh	native	esO
0.8983	বিএসও	b i e s O	native	esO
0.8982	ইডোউ	i D O u	native	iDO
0.8982	ডগিডগি	D O g i D O g i	native	iDO
0.8982	নেপিডোতে	n e p i D O t e	native	iDO
0.8982	নেপিডোয়	n e p i D O y	native	iDO
0.8982	সিডল	sh i D O l	native	iDO
0.8982	সিডো	sh i D O	native	iDO
0.8908	স্বদেশপ্রেম	sh o d e s p r e m	tatsama	esp
0.8906	গোসাইলডাংগা	g O sh a i l D a ng g a	native	ilDa
0.8879	ইস্পাতদৃড়	i s p a t d ri rh o	tatsama	spa
0.8879	প্রসপার	pr O s p a r	native	spa
0.8861	ব্রিটেনসহ	br i T e n sh o h O	native	Tens
0.8857	উডেন	u D e n	native	Den
0.8857	ডেংগর	D e ng g o r	native	Den
0.8857	ডেংগা	D e ng g a	native	Den
0.8857	ডেনিং	D e n i ng	native	Den
0.8857	ডেন্ডাবর	D e n D a b o r	native	Den
0.8857	লুডেন	l u D e n	native	Den
0.8857	লুডেনের	l u D e n e r	native	Den
0.8853	ইটস	i T sh	native	iTs
0.8853	ইটসহ	i T sh o h O	native	iTs
0.8853	ইটসেলফ	i T sh e l o ph	native	iTs
0.8853	ইটস্	i T sh	native	iTs
0.8853	পারমিটসহ	p a r m i T sh o h O	native	iTs
0.8744	ইউনিফাইড	i u n i ph a i D	native	aiD
0.8744	ইনসাইড	i n sh a i D	native	aiD
0.8744	নাইডু	n a i D u	native	aiD
0.8744	পাইড	p a i D	native	aiD
0.8744	প্রাইড	pr a i D	native	aiD
0.8744	লিংগুইসাইড	l i ng g u i sh a i D	native	aiD
0.8706	কনটেন্টে	k o n T e n T e	native	nTenTe
0.8693	অক্ষরজ্ঞানসম্পন্ন	o kkh o r g A n sh o mp o nn o	tatsama	Ans
0.8693	জ্ঞানশূন্য	g A n sh u n n O	tatsama	Ans
0.8693	কান্ডজ্ঞানসম্পন্ন	k a n D o g g A n sh o mp o nn O	tatsama	Ans
0.8693	চেয়ারম্যানশহ	ch e y a r m A n sh o h o	native	Ans
0.8693	ফিন্যানশিয়াল	ph i n A n sh i y a l o	native	Ans
0.8693	ভ্যানসহ	bh A n sh o h O	native	Ans
0.8693	ম্যানশন	m A n sh o n	native	Ans
0.8693	ম্যানশনের	m A n sh o n e r	native	Ans
0.8693	ম্যানস	m A n sh	native	Ans
0.8693	ম্যানসন	m A n sh o n	native	Ans
0.8561	পোল্যান্ডকে	p O l A n D k e	native	nDk
0.8561	ইংল্যান্ডকে	i ng l A n D k e	native	nDk
0.8561	ইংল্যান্ডকেই	i ng l A n D k e i	native	nDk
0.8551	ইটগুলো	i T g u l O	native	iTg
0.8434	অডিওতে	o D i O t e	native	oDi
0.8434	এন্টিবডি	e n T i b o D i	native	oDi
0.8434	বডি	b o D i	native	oDi
0.8434	ক্লডিয়া	kl o D i y a	native	oDi
0.8434	জডিং	j o D i ng	native	oDi
0.8434	নোবডি	n O b o D i	native	oDi
0.8434	বডিই	b o D i i	native	oDi
0.8434	বডিতে	b o D i t e	native	oDi
0.8434	বডির	b o D i r	native	oDi
0.8413	ন্যাভিগ্যাট	n A bh i g A T	native	gAT
0.8389	বিআইজেএফ	b i a i j e e ph	native	eep
0.8389	বিআইজেএফের	b i a i j e e ph e r	native	eep
0.8389	বিএএফ	b i e e ph	native	eep
0.8389	সিএমজেএ,	sh i e m j e e ph	native	eep
0.8384	বলিউডে	b o l i u D e	native	uDe
0.8384	বলিউডেও	b o l i u D e O	native	uDe
0.8384	বলিউডের	b o l i u D e r	native	uDe
0.8384	মুডে	m u D e	native	uDe
0.8382	পুরস্কৃতই	p u r o s k ri t o i	tatsama	osk
0.8382	পুরস্কৃতও	p u r o s k ri t o O	tatsama	osk
0.8331	নটিংহ্যামের	n o T i ng h A m e r	native	Ame
0.8263	মবলগ	m o b l o g	native	blo
0.8176	শেয়ারবাজারসংক্রান্ত	sh e y a r b a j a r s o ng k r a n t O	native	rso
0.8176	চেয়াপারসনের	ch e y a p a r s o n e r	native	rso
0.8176	চেয়ারপারসন	ch e y a r p a r s o n	native	rso
0.8176	চেয়ারপারসনই	ch e y a r p a r s o n i	native	rso
0.8176	চেয়ারপারসনকে	ch e y a r p a r s o n k e	native	rso
0.8176	চেয়ারপারসনের	ch e y a r p a r s o n e r	native	rso
0.8172	টেম্বা	T e mb a	native	Tem
0.8172	ভিটেমাটিছাড়া	bh i T e m a T i chh a r a	native	Tem
0.8172	ভিটেমাটির	bh i T e m a T i r	native	Tem
0.8168	নটরডেম	n o T O r D A m	native	rDA
0.8118	ইয়ানডেল	i y a n D e l	native	Del
0.8118	ডেলা	D e l a	native	Del
0.8118	ডেলিশিয়া	D e l i sh i y a	native	Del
0.8118	ডেলো	D e l O	native	Del
0.8118	প্যান্ডেল	p A n D e l	native	Del
0.8118	প্যান্ডেলে	p A n D e l e	native	Del
0.8118	প্যান্ডেলের	p A n D e l e r	native	Del
0.8118	বান্ডেল	b a n D e l	native	Del
0.8112	নিউজিল্যন্ড	n i u j i l A n D	native	ilAn
0.8112	নিউজিল্যান্ড	n i u j i l A n D	native	ilAn
0.8075	শেয়ারহোল্ডার	sh e y a r h O l D a r	native	lDa
0.8075	শেয়ারহোল্ডারদের	sh e y a r h O l D a r d e r	native	lDa
0.8075	শেয়ারহোল্ডাররা	sh e y a r h O l D a r r a	native	lDa
0.8075	ডালডা	D a l D a	native	lDa
0.8075	ডালডার	D a l D a r	native	lDa
0.8075	নলডাংগা	n o l D a ng g a	native	lDa
0.8075	পোল্ডার	p O l D a r	native	lDa
0.8075	পোল্ডারে	p O l D a r e	native	lDa
0.8075	পোল্ডারের	p O l D a r e r	native	lDa
0.8075	মশালডাংগা	m o sh a l D a ng g a	native	lDa
0.8075	শালডাংগা	sh a l D a ng g a	native	lDa
0.8046	সেক্সুয়াল	sh e k s u y a l	native	ksu
0.8033	ক্লিভল্যান্ড	kl i bh l A n D	native	hlA
0.7995	টেটাবিদ্ধ	T e T a b i d dh O	tatsama	TeT
0.7995	টেটন	T e T o n	native	TeT
0.7995	টেটা	T e T a	native	TeT
0.7995	টেটারি	T e T a r i	native	TeT
0.7995	টেটিয়া	T e T i y a	native	TeT
0.7995	পটেটো	p O T e T O	native	TeT
0.7941	ডেভিড	D e bh i D	native	Deb
0.7941	ডেভেলপারের	D e bh e l o p a r e r	native	Deb
0.7941	ডেবারমিন	D e b a r m i n	native	Deb
0.7941	ডেভিয়ানা	D e bh i y a n a	native	Deb
0.7893	পিরামিড	p i r a m i D	native	miD
0.7893	মিড	m i D	native	miD
0.7887	অতিবিপ্লবি	O t i b i p l o b i	tatsama	iplo
0.7880	এলাকাবাসিও	e l a k a b a s i O	native	siO
0.7880	পিসিও	p i s i O	native	siO
0.7863	ইভেন্টস	i bh e n T sh	native	enTs
0.7863	ইভেন্টসের	i bh e n T sh e r	native	enTs
0.7863	ডকুমেন্টস	D o k u m e n T s	native	enTs
0.7863	প্যারেন্টস	p A r e n T s	native	enTs
0.7835	ভিস্যাট	bh i s A T	native	sAT
0.7835	ভিস্যাটের	bh i s A T e r	native	sAT
0.7780	কিসমত	k i s m o t	native	ism
0.7702	প্যাটেন্টের	p A T e n T e r	native	TenTe
0.7697	ম্যাট	m A T	native	mAT
0.7697	ম্যাটেজ	m A T e j	native	mAT
0.7697	ম্যাটের	m A T e r	native	mAT
0.7681	রডগুলো	r o D g u l O	native	oDg
0.7681	রডবোঝাই	r o D b O jh a i	native	oDb
0.7678	বিকেএমইএর	b i k e e m i e r	native	eem
0.7678	বিকেএমইএ	b i k e e m i e	native	eem
0.7678	বিকেএমইএকে	b i k e e m i e k e	native	eem
0.7678	বিজেএমইএ	b i j e e m i e	native	eem
0.7678	বিজেএমইএর	b i j e e m i e r	native	eem
0.7678	বিজেএমএর	b i j e e m e r	native	eem
0.7664	সিটিএমএস	sh i T i e m o e sh	native	Tiem
0.7521	ইংল্যান্ডই	i ng l A n D i	native	lAnDi
0.7512	ভ্যাবলা	bh A b l a	native	Abl
0.7511	প্রেজেন্টেশন	pr e j e n T e sh O n	native	jenTe
0.7451	প্যারালাইসিস	p A r a l a i s i s	native	sis
0.7451	ক্রাইসিস	kr a i s i s	native	sis
0.7451	বিবিসিসহ	b i b i s i sh o h O	native	sis
0.7414	ইল্ড	i l D	native	ilD
0.7414	কিল্ড	k i l D	native	ilD
0.7414	চাইল্ড	ch a i l D	native	ilD
0.7414	চাইল্ডহুড	ch a i l D h u D	native	ilD
0.7414	নিলডুমুর	n i l D u m u r	native	ilD
0.7414	পোর্টারফিল্ড	p O r T a r ph i l D	native	ilD
0.7394	ইভেন্টে	i bh e n T e	native	enTe
0.7394	ইভেন্টেই	i bh e n T e i	native	enTe
0.7394	ইভেন্টেও	i bh e n T e O	native	enTe
0.7394	ইভেন্টের	i bh e n T e r	native	enTe
0.7394	কারেন্টের	k a r e n T e r	native	enTe
0.7394	গভর্নমেন্টের	g o bh o r n m e n T e r	native	enTe
0.7394	পার্লামেন্টে	p a r l a m e n T e	native	enTe
0.7394	পিগমেন্টেশন	p i g m e n T e sh O n	native	enTe
0.7393	অভিপ্লুত	O bh i p l u t O	tatsama	ipl
0.7393	পাইপলাইন	p a i p l a i n	native	ipl
0.7393	পাইপলাইনগুলো	p a i p l a i n g u l O	native	ipl
0.7393	পাইপলাইনে	p a i p l a i n e	native	ipl
0.7393	পাইপলাইনের	p a i p l a i n e r	native	ipl
0.7393	পিপলি	p i p l i	native	ipl
0.7393	লিপলাইনার	l i p l a i n a r	native	ipl
0.7393	শিপলু	sh i p l u	native	ipl
0.7393	শিপলুর	sh i p l u r o	native	ipl
0.7387	গ্যাসসমৃদ্ধ	g A s sh o m r i d dh O	tatsama	Ass
0.7387	গ্যাসস্বল্পতা	g A s sh o l p o t a	tatsama	Ass
0.7387	গ্যাসস্বল্পতার	g A s sh o l p o t a r	tatsama	Ass
0.7377	পেইন্টস	p e i n T s	native	nTs
0.7377	প্যান্টসহ	p A n T sh o h O	native	nTs
0.7320	ইন্ডিজ	i n D i j	native	Dij
0.7320	ইন্ডিজই	i n D i j i	native	Dij
0.7320	ইন্ডিজও	i n D i j O	native	Dij
0.7320	ইন্ডিজকে	i n D i j k e	native	Dij
0.7320	ইন্ডিজে	i n D i j e	native	Dij
0.7320	ইন্ডিজেনাস	i n D i j e n a sh	native	Dij
0.7320	ইন্ডিজের	i n D i j e r	native	Dij
0.7320	ডিজিটাল	D i j i T a l	native	Dij
0.7183	ডেজালিয়েন	D e j a l i y e n	native	Dej
0.7167	টেকসই	T e k sh O i	native	Teks
0.7167	টেকসইভাবে	T e k sh o i bh a b e	native	Teks
0.7167	প্রটেকশন	pr O T e k sh O n	native	Teks
0.7167	প্রোটেকশন	pr O T e k sh o n	native	Teks
0.7136	কেবল	k A b O l	native	kAb
0.7136	কেবলমাত্র	k A b O l m a tr O	native	kAb
0.7111	পাসওভার	p a s O bh a r	native	sOb
0.7111	ড্র	D r o	native	Dro
0.7111	ড্রতে	D r o t e	native	Dro
0.7111	ড্রয়ার	D r o y a r	native	Dro
0.7107	ভিসাও	bh i s a O	native	isa
0.7107	ভিসাব্যবস্থা	bh i s a b A b o sth a	native	isa
0.7107	ভিসায়	bh i s a y	native	isa
0.7076	আলেখা	a l A kh a	native	lAk
0.7076	ল্যাকটিক	l A k T i k	native	lAk
0.7076	ল্যাক	l A k	native	lAk
0.7076	ল্যাকমে	l A k m e	native	lAk
0.7074	ইউক্লিড	i u kl i D	native	liD
0.7074	সিলিড	sh i l i D	native	liD
0.7052	পালসিজনিত	p a l s i j o n i t o	native	sij
0.7026	বিসিগনানি	b i s i g n a n i	native	sig
0.7023	গডফাদারদের	g o D ph a d a r d e r	native	Dph
0.7023	গডফাদার	g o D ph a d a r	native	Dph
0.7023	গডফাদাররা	g o D ph a d a r r a	native	Dph
0.7023	গডফাদারের	g o D ph a d a r e r	native	Dph
0.7011	বিএনএনআরসি	b i e n e n a r O s i	native	Osi
0.7011	বিএনএনআরসির	b i e n e n a r O s i r	native	Osi
0.7011	বিওসি	b i O s i	native	Osi
0.6971	সিএএল	sh i e e l	native	eel
0.6932	আসাবরদার	a s a b o r d a r	native	asa
0.6932	পাসানো	p a s a n O	native	asa
0.6932	পাসাবান	p a s a b a n	native	asa
0.6932	হাসান	h a s a n	native	asa
0.6932	হাসানই	h a s a n i	native	asa
0.6932	হাসানও	h a s a n O	native	asa
0.6932	হাসানকে	h a s a n k e	native	asa
0.6932	হাসানপুর	h a s a n p u r	native	asa
0.6932	হাসানরা	h a s a n r a	native	asa
0.6932	হাসানাত	h a s a n a t	native	asa
0.6932	হাসানুর	h a s a n u r	native	asa
0.6932	হাসানুল	h a s a n u l	native	asa
0.6932	হাসানের	h a s a n e r	native	asa
0.6911	অকল্যান্ড	o k l A n D	native	lAn
0.6911	অকল্যান্ডে	o k l A n D e	native	lAn
0.6911	অকল্যান্ডের	o k l A n D e r	native	lAn
0.6911	অরল্যান্ডো	o r l A n D O	native	lAn
0.6911	অরল্যান্ডোতে	o r l A n D O t e	native	lAn
0.6911	আয়ারল্যান্ড	a y a r l A n D	native	lAn
0.6911	আয়ারল্যান্ডও	a y a r l A n D O	native	lAn
0.6911	আয়ারল্যান্ডে	a y a r l A n D e	native	lAn
0.6911	ইংল্যান্ডও	i ng l A n D O	native	lAn
0.6911	ইংল্যান্ডে	i ng l A n D e	native	lAn
0.6911	ইংল্যান্ডেই	i ng l A n D e i	native	lAn
0.6911	ইংল্যান্ডেও	i ng l A n D e O	native	lAn
0.6911	ইংল্যান্ডের	i ng l A n D e r	native	lAn
0.6911	ইংল্যান্ডেরই	i ng l A n D e r o i	native	lAn
0.6911	ইংল্যান্ডেরও	i ng l A n D e r o O	native	lAn
0.6911	ইনল্যান্ড	i n l A n D	native	lAn
0.6911	কল্যানিয়েশু	k O l A n i y e sh u	native	lAn
0.6911	নাগাল্যান্ড	n a g a l A n D	native	lAn
0.6911	নাগাল্যান্ডে	n a g a l A n D e	native	lAn
0.6911	নুল্যান্ড	n u l A n D	native	lAn
0.6911	নেদারল্যান্ড	n e d a r l A n D	native	lAn
0.6911	নেভারল্যান্ড	n e bh a r l A n D	native	lAn
0.6911	পোল্যান্ড	p O l A n D	native	lAn
0.6911	পোল্যান্ডে	p O l A n D e	native	lAn
0.6911	পোল্যান্ডের	p O l A n D e r	native	lAn
0.6911	লেংটা	l A ng T a	native	lAn
0.6911	লেংটার	l A ng T a r	native	lAn
0.6911	লেংড়া	l A ng r a	native	lAn
0.6911	ল্যাংকাশায়ার	l A ng k a sh a y a r	native	lAn
0.6911	ল্যাংগুয়েজ	l A ng g u y e j	native	lAn
0.6911	ল্যাংগুয়েজের	l A ng g u y e j e r	native	lAn
0.6911	ল্যাংগে	l A ng g e	native	lAn
0.6911	ল্যাংচা	l A ng ch a	native	lAn
0.6911	ল্যাংটা	l A ng T a	native	lAn
0.6911	ল্যাংড়া	l A ng r a	native	lAn
0.6911	ল্যান	l A n	native	lAn
0.6911	ল্যানহাম	l A n h a m o	native	lAn
0.6911	সুকল্যান	sh u k o l A n	native	lAn
0.6905	উপপররাশ্ট্রমন্ত্রি	u p O p o r o r a sh T r o m o n t r i	tatsama	hTr
0.6905	উপরাশ্ট্রদুত	u p O r a sh T r o d u t o	tatsama	hTr
0.6905	উপরাশ্ট্রপতিকে	u p O r a sh T r o p o t i k e	tatsama	hTr
0.6905	উপরাশ্ট্রপতির	u p O r a sh T r o p o t i r	tatsama	hTr
0.6905	উশ্ট্র	u sh T r O	tatsama	hTr
0.6905	পররাষ্ট্র	p o r O r a sh T r O	tatsama	hTr
