line	word	phonemes	old_tag	new_tag	reason
1366	ওয়ার্কের	O y a r k e r	native	loanword	rule
1367	ওয়ার্ডকে	O y a r D k e	native	loanword	rule
1368	ওয়ার্ডগুলোতে	O y a r D g u l O t e	native	loanword	rule
1369	ওয়ার্ডগুলোর	O y a r D g u l O r	native	loanword	rule
1370	ওয়ার্ডপ্রেস	O y a r D pr e s	native	proper_noun	rule
1371	ওয়ার্ডবয়	O y a r D b o y	native	loanword	rule
1372	ওয়ার্ডভিত্তিক	O y a r D bh i tt i k	compound	loanword	rule
1373	ওয়ার্ডরোব	O y a r D r O b	native	loanword	rule
1374	ওয়ার্ডস	O y a r D s	native	loanword	rule
1375	ওয়ার্ডসভা	O y a r D sh o bh a	native	loanword	rule
1376	ওয়ার্ডসভার	O y a r D sh o bh a r	native	loanword	rule
1377	ওয়ার্ডসের	O y a r D s e r	native	loanword	rule
1378	ওয়ার্ডে	O y a r D e	native	loanword	rule
1379	ওয়ার্ডেই	O y a r D e i	native	loanword	rule
1380	ওয়ার্ডেও	O y a r D e O	native	loanword	rule
1381	ওয়ার্ডের	O y a r D e r	native	loanword	rule
1383	ওয়ার্ন	O y a r n	native	loanword	rule
1384	ওয়ার্নকে	O y a r n k e	native	loanword	rule
1385	ওয়ার্নার	O y a r n a r	native	proper_noun	rule
1386	ওয়ার্নারকে	O y a r n a r k e	native	proper_noun	rule
1387	ওয়ার্নারের	O y a r n a r e r	native	proper_noun	rule
1388	ওয়ার্নিং	O y a r n i ng	native	loanword	rule
1389	ওয়ার্নের	O y a r n e r	native	loanword	rule
1390	ওয়ার্ম	O y a r m	native	loanword	rule
1391	ওয়ার্মআপ	O y a r m a p	native	loanword	rule
1392	ওয়ার্মআপের	O y a r m a p e r	native	loanword	rule
1393	ওয়ার্মটি	O y a r m T i	native	loanword	rule
1394	ওয়ার্ল্ড	O y a r l D	native	loanword	rule
1395	ওয়ার্ল্ডওয়াইড	O y a r l D O y a i D	compound	loanword	rule
1396	ওয়ার্ল্ডকাপ	O a r l D k a p	native	loanword	rule
1397	ওয়ার্ল্ডকে	O y a r l D k e	native	loanword	rule
1398	ওয়ার্ল্ডটেল	O y a r l D T e l	native	proper_noun	rule
1399	ওয়ার্ল্ডটেলের	O y a r l D T e l e r	compound	proper_noun	rule
1400	ওয়ার্ল্ডস	O y a r l D s	native	loanword	rule
1401	ওয়ার্ল্ডে	O y a r l D e	native	loanword	rule
1402	ওয়ার্ল্ডের	O y a r l D e r	native	loanword	rule
1404	ওয়ার্স	O y a r s	native	loanword	rule
1405	ওয়ার্সা	O y a r s a	native	proper_noun	rule
1406	ওয়াল	O y a l	native	loanword	rule
1407	ওয়ালকট	O y a l k o T	native	proper_noun	rule
1408	ওয়ালকটকে	O y a l k o T k e	native	proper_noun	rule
1409	ওয়ালকটের	O y a l k o T e r	native	proper_noun	rule
1410	ওয়ালটন	O y a l T o n	native	proper_noun	rule
1411	ওয়ালটনের	O y a l T o n e r	native	proper_noun	rule
1412	ওয়ালটার	O y a l T a r	native	proper_noun	rule
1413	ওয়ালথাম	O y a l th a m	native	proper_noun	rule
1414	ওয়ালদো	O y a l d O	native	proper_noun	rule
1415	ওয়ালপেপার	O y a l p e p a r	native	loanword	rule
1416	ওয়ালমার্ট	O a l m a r T	native	proper_noun	rule
1417	ওয়ালমার্টের	O y a l m a r T e r	native	proper_noun	rule
1418	ওয়ালশ	O y a l sh	native	proper_noun	rule
1419	ওয়ালশের	O y a l sh e r	native	proper_noun	rule
1420	ওয়ালস	O y a l s	native	loanword	rule
1442	ওয়ালে	O y a l e	native	loanword	rule
1443	ওয়ালেট	O y a l e T	native	loanword	rule
1445	ওয়ালের	O y a l e r	native	loanword	rule
1446	ওয়ালেস	O y a l e s	native	proper_noun	rule
1447	ওয়ালেসকে	O y a l e s k e	native	proper_noun	rule
1448	ওয়ালেসের	O y a l e s e r	native	proper_noun	rule
1449	ওয়াল্ট	O y a l T	native	proper_noun	rule
1450	ওয়াল্টন	O y a l T o n	native	proper_noun	rule
1451	ওয়াল্টার	O y a l T a r	native	proper_noun	rule
1452	ওয়াল্টারকে	O y a l T a r k e	native	proper_noun	rule
1453	ওয়াল্টার্স	O y a l T a r s	native	proper_noun	rule
1454	ওয়াল্ডনার	O y a l D n a r	native	proper_noun	rule
1455	ওয়াশ	O y a sh	native	loanword	rule
1458	ওয়াশিং	O y a sh i ng	native	loanword	rule
1459	ওয়াশিংটন	O a sh i ng T o n	native	proper_noun	rule
1460	ওয়াশিংটনকে	O y a sh i ng T o n k e	native	proper_noun	rule
1461	ওয়াশিংটনভিত্তিক	O y a sh i ng T o n bh i tt i k	compound	proper_noun	rule
1462	ওয়াশিংটনসহ	O y a sh i ng T o n sh o h O	native	proper_noun	rule
1463	ওয়াশিংটনে	O y a sh i ng T o n e	native	proper_noun	rule
1464	ওয়াশিংটনের	O y a sh i ng T o n e r	native	proper_noun	rule
1465	ওয়াশিমা	O y a sh i m a	native	proper_noun	rule
1466	ওয়াশিমার	O y a sh i m a r	native	proper_noun	rule
1475	ওয়াসা	O y a s a	native	loanword	rule
1476	ওয়াসাকে	O y a s a k e	native	loanword	rule
1477	ওয়াসার	O y a s a r	native	loanword	rule
1478	ওয়াসাসহ	O y a s a sh o h O	native	loanword	rule
1479	ওয়াসায়	O y a s a y	native	loanword	rule
1523	ওয়ে	O y e	native	loanword	rule
1524	ওয়েং	O y e ng	native	proper_noun	rule
1525	ওয়েংগার	O y e ng g a r	native	proper_noun	rule
1526	ওয়েংগারকে	O y e ng g a r o k e	native	proper_noun	rule
1527	ওয়েংগারের	O y e ng g a r e r	native	proper_noun	rule
1528	ওয়েই	O y e i	native	proper_noun	rule
1529	ওয়েইন	O y e i n	native	proper_noun	rule
1530	ওয়েইনবাম	O y e i n b a m	native	proper_noun	rule
1531	ওয়েইনার	O y e i n a r	native	proper_noun	rule
1532	ওয়েইমিন	O y e i m i n	native	proper_noun	rule
1533	ওয়েউং	O y e u ng	native	proper_noun	rule
1534	ওয়েক	O y e k	native	loanword	rule
1535	ওয়েকলিন	O y e k l i n	native	proper_noun	rule
1538	ওয়েজ	O y e j	native	loanword	rule
1539	ওয়েজবোর্ড	O y e j b O r D	native	loanword	rule
1540	ওয়েজবোর্ডের	O y e j o b O r D e r	native	loanword	rule
1541	ওয়েট	O y e T	native	loanword	rule
1542	ওয়েটল্যান্ডস	O y e T l A n D s	native	loanword	rule
1543	ওয়েটারকে	O y e T a r k e	native	loanword	rule
1544	ওয়েটারদের	O y e T a r d e r	native	loanword	rule
1545	ওয়েটিং	O y e T i ng r u m	native	loanword	rule
1547	ওয়েড	O y e D	native	proper_noun	rule
1548	ওয়েডল	O y e D o l	native	proper_noun	rule
1549	ওয়েডস	O y e D s	native	proper_noun	rule
1550	ওয়েডিং	O y e D i ng	native	loanword	rule
1551	ওয়েডের	O y e D e r	native	proper_noun	rule
1556	ওয়েদার	O y e d a r	native	loanword	rule
1557	ওয়েদারপ্রুফ	O y e d a r pr u ph o	native	loanword	rule
1558	ওয়েদারলির	O y e d a r o l i r	native	proper_noun	rule
1559	ওয়েন	O y e n	native	proper_noun	rule
1560	ওয়েনের	O y e n e r	native	proper_noun	rule
1561	ওয়েন্ডি	O y e n D i	native	proper_noun	rule
1563	ওয়েব	O y e b	native	loanword	rule
1564	ওয়েবকে	O y e b k e	native	loanword	rule
1566	ওয়েবপেজ	O y e b p e j	native	loanword	rule
1567	ওয়েবভিত্তিক	O y e b bh i tt i k	native	loanword	rule
1569	ওয়েবলিংক	O y e b l i ng k	native	loanword	rule
1570	ওয়েবসাইটই	O y e b s a i T i	native	loanword	rule
1571	ওয়েবসাইটও	O y e b s a i T O	native	loanword	rule
1572	ওয়েবসাইটকে	O y e b s a i T k e	native	loanword	rule
1573	ওয়েবসাইটগুলো	O y e b s a i T g u l O	native	loanword	rule
1574	ওয়েবসাইটগুলোতে	O y e b s a i T g u l O t e	compound	loanword	rule
1575	ওয়েবসাইটগুলোতেও	O y e b s a i T g u l O t e O	compound	loanword	rule
1576	ওয়েবসাইটগুলোর	O y e b s a i T g u l O r	compound	loanword	rule
1577	ওয়েবসাইটটি	O y e b s a i T T i	native	loanword	rule
1578	ওয়েবসাইটটিতে	O y e b s a i T T i t e	native	loanword	rule
1579	ওয়েবসাইটটির	O y e b s a i T T i r	native	loanword	rule
1580	ওয়েবসাইটসহ	O y e b s a i T sh o h O	native	loanword	rule
1581	ওয়েবসাইটির	O y e b s a i T i r	native	loanword	rule
1582	ওয়েবসাইটে	O y e b s a i T e	native	loanword	rule
1583	ওয়েবসাইটেই	O y e b s a i T e i	native	loanword	rule
1584	ওয়েবসাইটেও	O y e b s a i T e O	native	loanword	rule
1585	ওয়েবসাইটের	O y e b s a i T e r	native	loanword	rule
1586	ওয়েবসাইটেরও	O y e b s a i T e r O	native	loanword	rule
1587	ওয়েবসেনস	O y e b s e n s	native	loanword	rule
1588	ওয়েবার	O y e b a r	native	proper_noun	rule
1590	ওয়েবে	O y e b e	native	loanword	rule
1591	ওয়েবের	O y e b e r	native	loanword	rule
1592	ওয়েভ	O y e bh	native	loanword	rule
1595	ওয়েভিং	O y e bh i ng	native	loanword	rule
1597	ওয়েভের	O y e bh e r	native	loanword	rule
1598	ওয়েমার	O y e m a r	native	proper_noun	rule
1599	ওয়েম্বলি	O y e mb l i	native	proper_noun	rule
1600	ওয়েম্বলিতে	O y e mb l i t e	native	proper_noun	rule
1601	ওয়েম্বলির	O y e mb l i r	native	proper_noun	rule
1604	ওয়েল	O y e l	native	loanword	rule
1605	ওয়েলকাম	O y e l k a m	native	loanword	rule
1606	ওয়েলডন	O y e l D o n	native	loanword	rule
1607	ওয়েলথ	O y e l th	native	loanword	rule
1609	ওয়েলবেক	O y e l b e k	native	proper_noun	rule
1610	ওয়েলশ	O y e l sh	native	loanword	rule
1611	ওয়েলস	O y e l s	native	proper_noun	rule
1612	ওয়েলসে	O y e l s e	native	proper_noun	rule
1613	ওয়েলসের	O y e l s e r	native	proper_noun	rule
1614	ওয়েলিংটন	O y e l i ng T o n	native	proper_noun	rule
1615	ওয়েলিংটনে	O y e l i ng T o n e	native	proper_noun	rule
1616	ওয়েলিংটনের	O y e l i ng T o n e r	native	proper_noun	rule
1620	ওয়েলেসলি	O y e l e s l i	native	proper_noun	rule
1621	ওয়েল্ডিং	O y e l D i ng	native	loanword	rule
1623	ওয়েস	O y e s	native	proper_noun	rule
1624	ওয়েসফার্মারস	O y e s ph a r m a r s	native	proper_noun	rule
1625	ওয়েসলি	O y e s l i	native	proper_noun	rule
1626	ওয়েসিস	O y e s i s	native	loanword	rule
1627	ওয়েসেলস	O y e s e l o s	native	proper_noun	rule
1650	ওয়্যার	O y A r	native	loanword	rule
1651	ওয়্যারলেস	O e j a r l e s	native	loanword	rule
1652	ওয়্যারলেসে	O y A r l e s e	native	loanword	rule
1653	ওয়্যারলেসের	O y A r l e s e r	native	loanword	rule
1654	ওয়্যারস	O y A r s	native	loanword	rule
1655	ওয়্যারহাউস	O y A r h a u s	native	loanword	rule
1656	ওয়্যারহাউসে	O y A r h a u s e	native	loanword	rule
1657	ওয়্যারিং	O y A r i ng	native	loanword	rule
1658	ওয়্যারের	O y A r e r	native	loanword	rule
1675	কংক্রিট	k o ng k ri T	native	loanword	rule
1676	কংক্রিটে	k o ng k ri T e	native	loanword	rule
1677	কংক্রিটের	k o ng k ri T e r	native	loanword	rule
1680	কংগো	k o ng g O	native	proper_noun	rule
1681	কংগোতে	k o ng g O t e	native	proper_noun	rule
1682	কংগোর	k o ng g O r	native	proper_noun	rule
1683	কংগোয়	k o ng g O y	native	proper_noun	rule
1684	কংগ্রেশনাল	k o ng gr e sh o n a l	native	loanword	rule
1685	কংগ্রেস	k o ng gr e s	native	loanword	rule
1686	কংগ্রেসই	k o ng gr e s i	native	loanword	rule
1687	কংগ্রেসও	k o ng gr e s O	native	loanword	rule
1688	কংগ্রেসকে	k o ng gr e s k e	native	loanword	rule
1689	কংগ্রেসদলিয়	k o ng gr e s d o l i y o	native	loanword	rule
1690	কংগ্রেসনেতা	k o ng gr e s n e t a	native	loanword	rule
1691	কংগ্রেসবিরোধি	k o ng gr e s b i r O dh i	compound	loanword	rule
1692	কংগ্রেসম্যান	k o ng gr e s m A n	native	loanword	rule
1693	কংগ্রেসম্যানদের	k o ng gr e s m A n d e r	compound	loanword	rule
1694	কংগ্রেসম্যানরা	k o ng gr e s m A n r a	compound	loanword	rule
1695	কংগ্রেসম্যানের	k o ng gr e s m A n e r	compound	loanword	rule
1696	কংগ্রেসে	k o ng gr e s e	native	loanword	rule
1697	কংগ্রেসের	k o ng gr e s e r	native	loanword	rule
1704	কং্গো	k o ng g O	native	proper_noun	rule
1756	ককটেল	k o k T e l	native	loanword	rule
1757	ককটেলগুলো	k o k T e l g u l O	native	loanword	rule
1758	ককটেলসদৃশ	k o k T e l sh o d ri sh	tatsama	loanword	rule
1759	ককটেলসহ	k o k T e l sh o h O	native	loanword	rule
1760	ককটেলে	k o k T e l e	native	loanword	rule
1761	ককটেলের	k o k T e l e r	native	loanword	rule
1762	ককপিট	k o k p i T	native	loanword	rule
1764	ককসিডাইনিয়া	k o k s i D a i n i y a	native	loanword	rule
1765	ককসিস	k o k s i s	native	loanword	rule
1766	ককসিসের	k o k s i s e r	native	loanword	rule
1768	ককাস	k o k a s	native	loanword	rule
1769	ককাসে	k o k a s e	native	loanword	rule
1770	ককাসের	k o k a s e r	native	loanword	rule
1774	ককেশাস	k o k e sh a sh	native	proper_noun	rule
1775	ককেশাসের	k o k e sh a sh e r	native	proper_noun	rule
1776	ককেশিয়	k o k e sh i y	native	loanword	rule
1777	ককেসাস	k o k e s a s	native	proper_noun	rule
1809	কগনিটিভ	k o g n i T i bh	native	loanword	rule
1863	কজওয়ে	k o j O y e	native	loanword	rule
1870	কজেস	k o j e s	native	proper_noun	rule
1880	কঞ্জুমারস	k o nj u m a r s	tatsama	loanword	rule
1889	কটন	k o T O n	native	loanword	rule
1890	কটনসহ	k o T O n sh o h O	native	loanword	rule
1891	কটনের	k o T O n e r	native	loanword	rule
1893	কটলার	k o T l a r	native	proper_noun	rule
1894	কটলারের	k o T l a r e r	native	proper_noun	rule
1919	কটেজ	k o T e j	native	loanword	rule
1920	কটেজগুলো	k o T e j g u l O	native	loanword	rule
1921	কটেজগুলোতে	k o T e j g u l O t e	native	loanword	rule
1922	কটেজে	k o T e j e	native	loanword	rule
1923	কটেজের	k o T e j e r	native	loanword	rule
2090	কনওয়ে	k o n O y e	native	proper_noun	rule
2095	কনকর্ড	k o n k o r D	native	proper_noun	rule
2096	কনকর্ডিয়া	k o n k o r D i y a	native	proper_noun	rule
2099	কনকারেন্ট	k o n k a r e n T	native	loanword	rule
2100	কনকেভিটি	k o n k e bh i T i	native	loanword	rule
2102	কনকোফিলিপসের	k o n k O ph i l i p s e r	native	proper_noun	rule
2103	কনক্যাকাফ	k o n k e k a ph	native	proper_noun	rule
2104	কনক্রিট	k o n kr i T	native	loanword	rule
2105	কনজাংটিভাইটিস	k o n j a ng T i bh a i T i s	compound	loanword	rule
2106	কনজারভেটিভ	k o n j a r bh e T i bh	native	loanword	rule
2107	কনজারভেটিভদের	k o n j a r bh e T i bh d e r	compound	loanword	rule
2108	কনজারভেটিভরা	k o n j a r bh e T i bh r a	native	loanword	rule
2109	কনজিউমার	k o n j i u m a r	native	loanword	rule
2110	কনজুমার	k O n j u m a r	native	loanword	rule
2111	কনজুমারস	k o n j u m a r s	native	loanword	rule
2112	কনজ্যুমার	k o n j u m a r	native	loanword	rule
2113	কনজ্যুমারস	k o n j u m a r s	native	loanword	rule
2114	কনটাক্ট	k o n T a k T	native	loanword	rule
2115	কনটিনজেন্ট	k o n T i n j e n T	native	loanword	rule
2117	কনটিনিউড	k o n T i n i u D	native	loanword	rule
2118	কনটেইনার	k o n T e i n a r	native	loanword	rule
2119	কনটেইনারগুলো	k o n T e i n a r g u l O	native	loanword	rule
2120	কনটেইনারটি	k O n T e i n a r T i	native	loanword	rule
2121	কনটেইনারপ্রতি	k o n T e i n a r pr o t i	compound	loanword	rule
2122	কনটেইনারবাহি	k o n T e i n a r b a h i	native	loanword	rule
2123	কনটেইনারস	k o n T e i n a r s	native	loanword	rule
2124	কনটেইনারে	k o n T e i n a r e	native	loanword	rule
2125	কনটেইনারের	k o n T e i n a r e r	native	loanword	rule
2126	কনটেইনার্স	k o n T e i n a r s	native	loanword	rule
2128	কনটেন্ট	k o n T e n T	native	loanword	rule
2129	কনটেন্টটি	k o n T e n T T i	native	loanword	rule
2130	কনটেন্টটির	k o n T e n T T i r	native	loanword	rule
2131	কনটেন্টের	k o n T e n T e r	native	loanword	rule
2136	কনট্যাক্ট	k o n T A k T	native	loanword	rule
2139	কনডম	k o n D O m	native	loanword	rule
2140	কনডমের	k o n D O m e r	native	loanword	rule
2141	কনডাক্ট	k o n D a k T	native	loanword	rule
2142	কনডেনসড	k o n D e n s o D	native	loanword	rule
2143	কনডেনসেট	k o n D e n s e T	native	loanword	rule
2145	কনডেম	k o n D e m	native	loanword	rule
2146	কনফারমেশন	k o n ph a r m e sh o n	native	loanword	rule
2151	কনফার্ম	k o n ph a r m	native	loanword	rule
2153	কনফার্মেশন	k o n ph a r m e sh O n	native	loanword	rule
2154	কনফিউজড	k o n ph i u j D	native	loanword	rule
2155	কনফিগার	k o n ph i g a r	native	loanword	rule
2156	কনফিগারেশনের	k o n ph i g a r e sh o n e r	native	loanword	rule
2159	কনফুসিয়াস	k o n ph u s i y a s	native	proper_noun	rule
2160	কনফেকশনারিতে	k o n ph e k sh o n a r i t e	native	loanword	rule
2161	কনফেকশনারির	k o n ph e k sh o n a r i r	native	loanword	rule
2162	কনফেডারেশন	k o n ph e D a r e sh o n	native	loanword	rule
2163	কনফেডারেশনস	k o n ph e D a r e sh o n sh	native	loanword	rule
2166	কনভারশন	k o n bh a r sh o n	native	loanword	rule
2167	কনভারসন	k o n bh a r s o n	native	loanword	rule
2168	কনভার্ট	k o n bh a r T	native	loanword	rule
2169	কনভার্টেবল	k o n bh a r T e b o l	native	loanword	rule
2170	কনভার্স	k o n bh a r s	native	loanword	rule
2171	কনভার্সন	k o n bh a r s o n	native	loanword	rule
2172	কনভেনশনগুলো	k o n bh e n sh o n g u l O	native	loanword	rule
2173	কনভেনশনটি	k o n bh e n sh o n T i	native	loanword	rule
2174	কনভেনশনটিতে	k o n bh e n sh o n T i t e	native	loanword	rule
2175	কনভেনশনে	k o n bh e n sh o n e	native	loanword	rule
2176	কনভেশন	k o n bh e sh o n	native	loanword	rule
2177	কনভোকেশন	k o n bh O k e sh o n	native	loanword	rule
2178	কনভয়	k o n bh o y	native	loanword	rule
2181	কনরাড	k o n r a D	native	proper_noun	rule
2182	কনরাডের	k o n r a D e r	native	proper_noun	rule
2183	কনরার্ড	k o n r a r D	native	proper_noun	rule
2184	কনরের	k o n r e r	native	proper_noun	rule
2185	কনসপাইরেসি	k o n s p a i r e s i	native	loanword	rule
2186	কনসারটেশিয়ন	k o n sh a r T e sh i y o n	native	loanword	rule
2187	কনসারটেশিয়নের	k o n sh a r T e sh i y o n e r	compound	loanword	rule
2188	কনসার্টটি	k o n s a r T T i	native	loanword	rule
2189	কনসার্টে	k o n s a r T e	native	loanword	rule
2190	কনসার্টের	k o n s a r T e r	native	loanword	rule
2191	কনসার্ন	k o n s a r n	native	loanword	rule
2192	কনসাল	k o n s a l	native	loanword	rule
2193	কনসালটিং	k o n s a l T i ng	native	loanword	rule
2194	কনসালটেটিভ	k o n s a l T e T i bh	native	loanword	rule
2195	কনসালটেন্ট	k o n s a l T e n T	native	loanword	rule
2197	কনসালটেশন	k o n sh a l T e sh o n	native	loanword	rule
2198	কনসালট্যান্ট	k o n s a l T A n T	native	loanword	rule
2199	কনসালট্যান্টরা	k o n s a l T e n T o r a	compound	loanword	rule
2200	কনসালট্যান্টস	k o n s a l T e n T o s	compound	loanword	rule
2201	কনসালট্যান্টসহ	k o n s a l T e n T sh o h O	compound	loanword	rule
2202	কনসালট্যান্টের	k o n s a l T e n T e r	compound	loanword	rule
2205	কনসাল্ট	k o n s a l T	native	loanword	rule
2206	কনসিভ	k o n s i bh	native	loanword	rule
2207	কনসিলার	k o n s i l a r	native	loanword	rule
2208	কনসুলার	k o n s u l a r	native	loanword	rule
2209	কনসুলেট	k o n s u l e T	native	loanword	rule
2210	কনসুলেটে	k o n s u l e T e	native	loanword	rule
2211	কনসুলেটের	k o n s u l e T e r	native	loanword	rule
2212	কনসেপসিওন	k o n s e p s i O n	native	proper_noun	rule
2213	কনসেপ্ট	k o n s e p T	native	loanword	rule
2214	কনসোর্টিয়াম	k o n s O r T i y a m	native	loanword	rule
2215	কনসোর্টিয়ামের	k o n s O r T i y a m e r	compound	loanword	rule
2216	কনসোল	k o n s O l	native	loanword	rule
2217	কনসোলটি	k o n s O l T i	native	loanword	rule
2218	কনসোলটির	k o n s O l T i r	native	loanword	rule
2228	কনস্যুলার	k o n s u l a r	native	loanword	rule
2229	কনস্যুলেট	k o n s u l e T	native	loanword	rule
2230	কনস্যুলেটে	k o n s u l e T e	native	loanword	rule
2258	কনোকো	k o n O k O	native	proper_noun	rule
2259	কনোকোফিলিপস	k o n O k O ph i l i p s	native	proper_noun	rule
2260	কনোকোফিলিপসকে	k o n O k O ph i l i p s k e	compound	proper_noun	rule
2261	কনোকোফিলিপসের	k o n O k O ph i l i p s e r	compound	proper_noun	rule
2262	কনোকোর	k o n O k O r	native	proper_noun	rule
2270	কন্টিনজেন্ট	k o n T i n j e n T	native	loanword	rule
2271	কন্টিনিউ	k o n T i n i u	native	loanword	rule
2272	কন্টিনিউড	k o n T i n i u D	native	loanword	rule
2273	কন্টিনেন্ট	k o n T i n e n T	native	loanword	rule
2274	কন্টিনেন্টাল	k o n T i n e n T a l	native	loanword	rule
2275	কন্টেইনার	k o n T e i n a r	native	loanword	rule
2276	কন্টেইনারটি	k o n T e i n a r T i	native	loanword	rule
2277	কন্টেইনারস	k o n T e i n a r s	native	loanword	rule
2278	কন্টেইনারে	k o n T e i n a r e	native	loanword	rule
2279	কন্টেন্ট	k o n T e n T	native	loanword	rule
2280	কন্ট্যাক্ট	k o n T A k T	native	loanword	rule
2281	কন্ট্যাক্টমিউজিক	k o n T a k T m i u j i k	compound	loanword	rule
2324	কন্ডাক্ট	k o n D a k T	native	loanword	rule
2325	কন্ডাক্টর	k o n D a k T O r	native	loanword	rule
2327	কন্ডিশন	k o n D i sh O n	native	loanword	rule
2328	কন্ডিশনকে	k o n D i sh o n k e	native	loanword	rule
2329	কন্ডিশনটা	k o n D i sh o n T a	native	loanword	rule
2330	কন্ডিশনার	k o n D i sh o n a r	native	loanword	rule
2331	কন্ডিশনারের	k o n D i sh o n a r e r	native	loanword	rule
2332	কন্ডিশনিং	k o n D i sh O n i ng	native	loanword	rule
2333	কন্ডিশনে	k o n D i sh o n e	native	loanword	rule
2334	কন্ডিশনেও	k o n D i sh o n e O	native	loanword	rule
2335	কন্ডিশনের	k o n D i sh O n e r	native	loanword	rule
2336	কন্ডোল	k o n D O l	native	loanword	rule
2337	কন্ডোলিৎসা	k o n D O l i t s a	native	proper_noun	rule
2372	কপটিক	k o p T i k	native	loanword	rule
2381	কপারের	k o p a r e r	native	loanword	rule
2410	কপিয়ার	k o p i y a r	native	loanword	rule
2416	কপোরেশনের	k o p O r e sh o n e r	native	loanword	rule
2418	কপ্টার	k o p T a r	native	loanword	rule
2422	কফিতে	k o ph i t e	native	loanword	rule
2423	কফিন	k o ph i n	native	loanword	rule
2424	কফিনটি	k o ph i n T i	native	loanword	rule
2425	কফিনে	k o ph i n e	native	loanword	rule
2426	কফিনের	k o ph i n e r	native	loanword	rule
2427	কফির	k o ph i r	native	loanword	rule
2432	কফিশপে	k o ph i sh o p e	native	loanword	rule
2538	কভার	k o bh a r	native	loanword	rule
2539	কভারেজ	k o bh a r e j	native	loanword	rule
2540	কভারের	k o bh a r e r	native	loanword	rule
2541	কভার্ড	k o bh a r D	native	loanword	rule
2542	কভার্ডভ্যান	k o bh a r D bh A n	native	loanword	rule
2559	কমটেক	k o m T e k	native	loanword	rule
2561	কমডোর	k o m D O r	native	loanword	rule
2567	কমন	k o m O n	native	loanword	rule
2568	কমনওয়েলথ	k o m o n O y e l th	native	loanword	rule
2569	কমনওয়েলথভুক্ত	k o m o n O y e l th bh u kt o	compound	loanword	rule
2570	কমনওয়েলথে	k o m o n O y e l th e	native	loanword	rule
2571	কমনওয়েলথের	k o m o n O y e l th e r	native	loanword	rule
2573	কমনরুম	k o m o n r u m	native	loanword	rule
2574	কমনরুমে	k o m o n r u m e	native	loanword	rule
2575	কমনস	k o m o n s	native	loanword	rule
2577	কমনসের	k o m o n s e r	native	loanword	rule
2585	কমপিউটার	k o m p i u T a r	native	loanword	rule
2586	কমপিউটারের	k o m p i u T a r e r	native	loanword	rule
2587	কমপেনসেশন	k o m p e n sh e sh o n	native	loanword	rule
2589	কমপ্যাক	k o m p A k o	native	loanword	rule
2590	কমপ্যাক্ট	k o m p A k T	native	loanword	rule
2591	কমপ্রিহেনসিভ	k o m pr i h e n s i bh	native	loanword	rule
2592	কমপ্রেসার	k o m pr e s a r	native	loanword	rule
2603	কমফোর্ট	k o m ph O r T	native	loanword	rule
2607	কমব্যাটিং	k o m b A T i ng	native	loanword	rule
2612	কমরেড	k o m r e D	native	loanword	rule
2613	কমরেডকে	k o m r e D k e	native	loanword	rule
2614	কমরেডদের	k o m r e D d e r	native	loanword	rule
2615	কমরেডরা	k o m r e D r a	native	loanword	rule
2616	কমরেডের	k o m r e D e r	native	loanword	rule
2651	কমানডেন্ট	k o m a n D e n T	native	loanword	rule
2658	কমান্ড	k o m a n D	native	loanword	rule
2659	কমান্ডকে	k o m a n D k e	native	loanword	rule
2660	কমান্ডার	k o m a n D a r	native	loanword	rule
2661	কমান্ডারকে	k o m a n D a r k e	native	loanword	rule
2662	কমান্ডারদের	k o m a n D a r d e r	native	loanword	rule
2663	কমান্ডাররা	k o m a n D a r r a	native	loanword	rule
2664	কমান্ডারস	k o m a n D a r s	native	loanword	rule
2665	কমান্ডারসহ	k o m a n D a r sh o h O	native	loanword	rule
2666	কমান্ডারের	k o m a n D a r e r	native	loanword	rule
2667	কমান্ডার্স	k o m a n D a r s	native	loanword	rule
2668	কমান্ডিং	k o m a n D i ng	native	loanword	rule
2669	কমান্ডে	k o m a n D e	native	loanword	rule
2670	কমান্ডেন্ট	k o m a n D e n T	native	loanword	rule
2671	কমান্ডের	k o m a n D e r	native	loanword	rule
2672	কমান্ডো	k o m a n D O	native	loanword	rule
2673	কমান্ডোদের	k o m a n D O d e r	native	loanword	rule
2674	কমান্ডোর	k o m a n D O r	native	loanword	rule
2675	কমান্ডোরা	k O m a n D O r a	native	loanword	rule
2676	কমান্ড্যান্ট	k o m a n D e n T	native	loanword	rule
2681	কমার্শিয়াল	k o m a r sh i a l	native	loanword	rule
2682	কমার্স	k o m a r s	native	loanword	rule
2683	কমার্সে	k o m a r s e	native	loanword	rule
2756	কমিশিয়ার	k o m i sh i y a r	native	loanword	rule
2757	কমিসার	k o m i s a r	native	loanword	rule
2758	কমিসেরিয়েট	k O m i s e r i y e T	native	loanword	rule
2772	কমেট	k o m e T	native	loanword	rule
2774	কমেন্টস	k o m e n T s	native	loanword	rule
2775	কমেন্টে	k o m e n T e	native	loanword	rule
2776	কমেন্টেটর	k o m e n T e T o r	native	loanword	rule
2839	কম্পিটারের	k o mp i T a r e r	native	loanword	rule
2873	করকমিশনার	k o r k o m i sh o n a r	native	loanword	rule
2952	করপাস	k o r p a s	native	loanword	rule
2954	করপোরাল	k o r p O r a l	native	loanword	rule
